19071041	30	19
19071041	9	57
19071111	46	35
19071111	11	13
19071111	40	60
19071121	32	20
19071121	55	46
19071121	3	11
19071131	20	37
19071131	53	58
19071131	12	5
19071132	58	2
19071132	12	53
19071132	17	53
19071141	16	54
19071141	12	33
19071141	24	11
19071142	59	32
19071142	18	51
19071142	29	59
19071211	56	60
19071211	33	20
19071211	21	50
19071221	55	45
19071221	35	24
19071221	40	36
19071222	18	35
19071222	23	56
19071222	5	33
19071231	51	26
19071231	11	24
19071231	5	38
19071241	59	21
19071241	51	48
19071241	30	42
19071242	31	26
19071242	59	55
19071242	5	16
19071511	17	44
19071511	31	5
19071511	48	9
19071512	29	7
19071512	55	53
19071512	58	55
19071521	38	27
19071521	40	9
19071521	26	3
19071522	40	13
19071522	3	1
19071522	1	45
19071532	37	33
19071532	23	13
19071532	21	28
19071542	7	36
19071542	52	47
19071542	40	23
19071611	36	50
19071611	50	17
19071611	8	17
19071621	25	38
19071621	10	5
19071621	40	10
19071622	9	29
19071622	53	54
19071622	31	7
19071641	26	32
19071641	11	5
19071641	24	52
19071642	6	34
19071642	34	26
19071642	38	25
19071711	45	15
19071711	53	7
19071711	41	40
19071712	58	49
19071712	27	32
19071712	54	3
19071721	2	13
19071721	14	12
19071721	54	15
19071731	34	12
19071731	9	14
19071731	1	57
19071732	57	51
19071732	12	8
19071732	6	49
19071741	20	54
19071741	17	9
19071741	42	26
19071742	47	41
19071742	8	36
19071742	60	15
19071811	47	24
19071811	37	54
19071811	47	22
19071821	19	57
19071821	20	21
19071821	53	49
19071832	40	4
19071832	35	50
19071832	41	55
19071833	10	41
19071833	48	34
19071833	39	50
19071841	9	38
19071841	18	43
19071841	37	30
19071911	13	31
19071911	31	17
19071911	27	8
19071912	12	23
19071912	56	7
19071912	57	38
19071921	21	45
19071921	12	25
19071921	22	39
19071922	52	50
19071922	28	52
19071922	27	18
19071931	33	21
19071931	40	20
19071931	59	37
19072211	55	55
19072211	21	40
19072211	21	55
19072212	45	2
19072212	12	39
19072212	24	57
19072221	47	12
19072221	21	44
19072221	49	17
19072222	27	40
19072222	38	50
19072222	58	2
19072231	31	28
19072231	40	54
19072231	38	36
19072241	42	45
19072241	58	55
19072241	38	38
19072242	50	58
19072242	56	26
19072242	50	38
19072311	25	22
19072311	42	8
19072311	28	54
19072312	13	13
19072312	42	41
19072312	24	38
19072321	49	60
19072321	7	23
19072321	4	59
19072322	32	3
19072322	47	30
19072322	8	43
19072332	11	29
19072332	23	10
19072332	48	41
19072341	54	2
19072341	41	26
19072341	23	40
19072422	53	52
19072422	49	45
19072422	25	44
19072432	43	25
19072432	26	1
19072432	46	17
19072441	35	14
19072441	1	52
19072441	52	32
19072511	56	26
19072511	7	6
19072511	19	24
19072512	29	47
19072512	4	34
19072512	53	28
19072521	4	8
19072521	34	5
19072521	38	57
19072522	17	30
19072522	25	32
19072522	11	3
19072541	39	36
19072541	57	32
19072541	7	40
19072542	58	43
19072542	46	16
19072542	53	31
19072612	1	6
19072612	53	48
19072612	52	52
19072621	51	7
19072621	60	30
19072621	39	13
19072632	56	40
19072632	7	51
19072632	1	6
19072641	18	15
19072641	54	12
19072641	5	26
19072911	49	29
19072911	42	34
19072911	15	45
19072922	29	17
19072922	36	22
19072922	10	35
19073011	35	19
19073011	20	32
19073011	51	34
19073012	17	37
19073012	18	44
19073012	58	40
19073022	29	39
19073022	56	1
19073022	26	24
19073122	34	10
19073122	57	28
19073122	43	22
19080122	24	56
19080122	52	49
19080122	22	10
19080131	41	31
19080131	8	19
19080131	59	22
19080132	30	57
19080132	3	3
19080132	57	31
19080133	30	53
19080133	29	44
19080133	18	27
19080141	34	19
19080141	26	53
19080141	54	54
19080142	18	15
19080142	7	52
19080142	40	11
19080221	15	41
19080221	16	53
19080221	25	52
19080231	23	60
19080231	9	18
19080231	19	22
19080232	2	42
19080232	49	6
19080232	3	24
19080241	8	52
19080241	44	10
19080241	38	53
19080242	55	26
19080242	36	22
19080242	58	49
19080531	9	20
19080531	26	36
19080531	53	4
19080541	25	1
19080541	18	48
19080541	18	19
19080542	12	2
19080542	1	12
19080542	54	21
19080543	29	32
19080543	20	41
19080543	56	17
19080641	58	59
19080641	42	3
19080641	53	55
19080642	13	14
19080642	4	32
19080642	33	34
19080742	33	3
19080742	25	47
19080742	15	5
19080812	5	14
19080812	2	49
19080812	35	39
19080821	12	57
19080821	32	2
19080821	41	48
19080822	27	17
19080822	23	1
19080822	9	53
19080831	60	32
19080831	9	21
19080831	31	49
19080832	24	22
19080832	19	26
19080832	14	25
19080841	46	28
19080841	33	10
19080841	25	54
19080843	38	10
19080843	6	3
19080843	29	55
19080921	3	4
19080921	10	44
19080921	2	37
19080922	20	54
19080922	43	37
19080922	58	26
19080932	12	35
19080932	3	45
19080932	56	16
19080941	46	20
19080941	36	15
19080941	10	20
19081211	34	37
19081211	57	22
19081211	52	37
19081222	21	55
19081222	13	7
19081222	6	51
19081231	4	13
19081231	14	43
19081231	37	44
19081232	42	50
19081232	34	4
19081232	15	10
19081242	6	38
19081242	39	4
19081242	17	39
19081311	7	9
19081311	37	59
19081311	11	10
19081312	57	27
19081312	36	41
19081312	10	18
19081313	42	59
19081313	39	8
19081313	25	23
19081321	39	9
19081321	33	43
19081321	29	34
19081322	42	10
19081322	10	48
19081322	30	54
19081331	52	4
19081331	13	5
19081331	12	42
19081332	50	24
19081332	30	37
19081332	27	53
19081333	17	11
19081333	6	60
19081333	56	25
19081342	54	2
19081342	20	3
19081342	18	25
19081411	41	57
19081411	27	21
19081411	17	18
19081421	14	2
19081421	19	37
19081421	35	28
19081422	20	10
19081422	59	22
19081422	8	2
19081423	34	37
19081423	12	42
19081423	36	18
19081432	18	31
19081432	49	40
19081432	33	24
19081441	28	35
19081441	8	18
19081441	52	11
19081442	5	58
19081442	21	40
19081442	44	55
19081443	49	2
19081443	4	54
19081443	6	31
19081611	4	59
19081611	15	47
19081611	30	13
19081612	17	36
19081612	6	57
19081612	30	45
19081621	42	26
19081621	42	3
19081621	48	9
19081622	34	34
19081622	38	53
19081622	55	38
19081632	33	41
19081632	43	8
19081632	51	52
19081912	20	48
19081912	21	37
19081912	47	5
19081921	54	4
19081921	24	41
19081921	9	34
19081922	49	41
19081922	41	57
19081922	18	53
19081931	24	2
19081931	28	8
19081931	3	52
19081932	55	35
19081932	32	7
19081932	46	60
19081941	3	22
19081941	46	24
19081941	14	38
19081942	14	49
19081942	60	60
19081942	18	50
19082011	52	8
19082011	46	29
19082011	46	31
19082012	8	7
19082012	55	39
19082012	38	50
19082013	7	16
19082013	50	42
19082013	30	2
19082022	28	54
19082022	18	58
19082022	55	29
19082031	40	57
19082031	46	53
19082031	40	35
19082032	26	14
19082032	20	58
19082032	41	2
19082041	56	31
19082041	3	46
19082041	30	32
19082111	42	20
19082111	8	34
19082111	51	37
19082112	8	19
19082112	57	49
19082112	50	52
19082122	34	17
19082122	1	32
19082122	23	18
19082131	36	58
19082131	50	52
19082131	36	3
19082132	39	10
19082132	8	53
19082132	33	2
19082142	11	16
19082142	38	14
19082142	58	49
19082143	35	1
19082143	29	21
19082143	13	34
19082212	24	4
19082212	19	28
19082212	46	5
19082222	42	15
19082222	3	58
19082222	37	28
19082231	3	15
19082231	42	60
19082231	33	27
19082232	11	39
19082232	12	18
19082232	57	33
19082233	53	42
19082233	1	16
19082233	59	51
19082243	36	26
19082243	14	1
19082243	26	20
19082311	30	20
19082311	32	34
19082311	9	35
19082321	30	44
19082321	39	34
19082321	4	20
19082331	37	11
19082331	37	55
19082331	6	44
19082342	5	25
19082342	47	18
19082342	23	47
19082612	17	60
19082612	31	25
19082612	53	21
19082621	7	45
19082621	4	54
19082621	52	42
19082622	35	16
19082622	26	56
19082622	27	23
19082641	55	43
19082641	21	31
19082641	21	57
19082642	5	57
19082642	26	22
19082642	7	59
19082711	39	5
19082711	15	35
19082711	36	3
19082712	30	8
19082712	9	55
19082712	38	32
19082721	59	18
19082721	38	19
19082721	3	58
19082722	51	20
19082722	44	42
19082722	5	6
19082732	36	27
19082732	36	23
19082732	6	31
19082741	58	40
19082741	53	22
19082741	10	25
19082742	30	56
19082742	18	14
19082742	9	14
19082812	28	23
19082812	14	23
19082812	52	46
19082821	1	59
19082821	41	45
19082821	19	18
19082822	15	17
19082822	60	38
19082822	51	59
19082823	7	26
19082823	31	4
19082823	17	1
19082832	22	53
19082832	8	19
19082832	14	24
19082841	11	4
19082841	45	14
19082841	60	11
19082842	38	49
19082842	25	58
19082842	44	25
19082843	52	58
19082843	18	25
19082843	42	42
19082911	2	39
19082911	28	59
19082911	54	60
19082921	18	60
19082921	10	5
19082921	13	47
19082922	21	27
19082922	1	7
19082922	54	14
19082931	9	58
19082931	20	36
19082931	10	56
19082942	36	50
19082942	59	17
19082942	42	40
19083011	33	16
19083011	4	29
19083011	57	25
19083021	29	39
19083021	55	29
19083021	45	54
19083022	19	39
19083022	21	31
19083022	43	45
19083031	31	32
19083031	46	45
19083031	13	12
19083032	27	16
19083032	55	16
19083032	37	16
19083041	32	6
19083041	7	54
19083041	27	18
19083042	12	16
19083042	29	34
19083042	42	42
19090211	36	51
19090211	9	41
19090211	19	19
19090212	45	12
19090212	26	58
19090212	46	60
19090222	56	44
19090222	51	16
19090222	56	19
19090232	54	60
19090232	50	57
19090232	47	42
19090241	39	59
19090241	58	59
19090241	5	57
19090311	44	32
19090311	41	33
19090311	8	48
19090313	30	48
19090313	36	30
19090313	27	5
19090321	7	15
19090321	26	43
19090321	28	58
19090322	7	49
19090322	53	46
19090322	18	56
19090331	47	29
19090331	9	34
19090331	43	52
19090332	49	25
19090332	54	51
19090332	47	7
19090333	6	57
19090333	16	7
19090333	18	55
19090341	60	5
19090341	53	27
19090341	53	28
19090342	30	23
19090342	46	55
19090342	8	56
19090411	46	31
19090411	40	10
19090411	41	38
19090413	9	7
19090413	35	4
19090413	6	50
19090421	34	15
19090421	26	26
19090421	21	18
19090431	40	26
19090431	8	59
19090431	44	3
19090432	51	54
19090432	21	40
19090432	55	29
19090441	16	21
19090441	5	6
19090441	51	56
19090511	3	44
19090511	34	54
19090511	32	49
19090521	6	9
19090521	48	27
19090521	40	43
19090522	11	12
19090522	26	19
19090522	11	30
19090531	43	23
19090531	30	32
19090531	33	35
19090532	48	7
19090532	6	10
19090532	10	52
19090541	2	10
19090541	29	31
19090541	20	16
19090542	11	30
19090542	36	51
19090542	39	56
19090612	28	43
19090612	4	37
19090612	34	22
19090621	21	17
19090621	56	37
19090621	53	43
19090631	51	28
19090631	32	57
19090631	60	18
19090641	13	19
19090641	28	55
19090641	25	5
19090642	26	7
19090642	11	53
19090642	58	40
19090911	45	30
19090911	20	13
19090911	49	60
19090912	29	8
19090912	37	24
19090912	42	57
19090922	8	53
19090922	40	31
19090922	12	55
19090932	15	49
19090932	26	35
19090932	53	7
19090941	27	17
19090941	12	24
19090941	55	14
19090942	15	59
19090942	21	57
19090942	18	26
19091011	21	31
19091011	44	23
19091011	41	57
19091012	1	42
19091012	3	9
19091012	60	45
19091013	18	39
19091013	4	28
19091013	50	14
19091022	35	32
19091022	34	54
19091022	28	12
19091031	56	4
19091031	2	53
19091031	49	37
19091041	14	12
19091041	43	6
19091041	7	14
19091121	30	55
19091121	30	35
19091121	18	57
19091122	30	44
19091122	58	7
19091122	27	15
19091131	40	59
19091131	51	34
19091131	20	11
19091132	12	29
19091132	10	12
19091132	9	11
19091141	54	29
19091141	11	30
19091141	36	57
19091142	30	26
19091142	8	29
19091142	25	52
19091611	60	47
19091611	9	37
19091611	38	53
19091612	42	53
19091612	1	10
19091612	8	27
19091621	59	2
19091621	56	43
19091621	9	59
19091622	1	51
19091622	58	12
19091622	44	58
19091631	20	55
19091631	30	51
19091631	3	55
19091632	20	38
19091632	22	3
19091632	12	3
19091711	23	42
19091711	9	47
19091711	47	50
19091721	58	20
19091721	41	18
19091721	3	59
19091731	44	51
19091731	1	41
19091731	19	5
19091733	48	37
19091733	33	8
19091733	23	17
19091741	47	15
19091741	2	9
19091741	32	39
19091742	33	12
19091742	49	8
19091742	57	38
19091813	25	10
19091813	13	55
19091813	56	43
19091822	39	35
19091822	55	24
19091822	20	47
19091831	18	47
19091831	52	32
19091831	5	17
19091832	25	55
19091832	57	14
19091832	10	39
19091841	22	47
19091841	35	2
19091841	31	17
19091911	9	60
19091911	38	4
19091911	38	29
19091921	45	11
19091921	11	17
19091921	38	9
19091931	47	3
19091931	59	11
19091931	52	33
19091942	12	55
19091942	11	37
19091942	50	29
19092021	12	13
19092021	31	10
19092021	34	8
19092022	56	1
19092022	30	53
19092022	26	40
19092031	2	53
19092031	14	8
19092031	27	52
19092032	35	22
19092032	47	23
19092032	8	20
19092042	40	59
19092042	44	57
19092042	41	8
19092311	8	38
19092311	58	9
19092311	60	7
19092312	38	56
19092312	43	14
19092312	31	13
19092331	47	22
19092331	48	16
19092331	40	7
19092332	16	55
19092332	51	20
19092332	44	59
19092333	9	5
19092333	20	36
19092333	53	1
19092341	19	43
19092341	1	43
19092341	22	24
19092421	28	26
19092421	11	46
19092421	4	25
19092422	6	34
19092422	9	21
19092422	53	58
19092431	50	28
19092431	23	31
19092431	36	41
19092432	27	3
19092432	23	47
19092432	49	23
19092433	20	17
19092433	29	20
19092433	48	18
19092511	38	57
19092511	27	43
19092511	9	18
19092512	47	42
19092512	33	59
19092512	43	10
19092521	47	6
19092521	18	58
19092521	22	41
19092522	5	26
19092522	17	5
19092522	32	28
19092541	15	19
19092541	54	36
19092541	7	8
19092542	28	9
19092542	24	20
19092542	44	13
19092611	15	28
19092611	20	40
19092611	13	11
19092621	26	13
19092621	42	1
19092621	56	55
19092622	18	36
19092622	52	18
19092622	50	17
19092623	39	21
19092623	10	29
19092623	48	58
19092631	8	51
19092631	5	52
19092631	15	35
19092632	48	48
19092632	9	3
19092632	46	48
19092641	11	39
19092641	53	58
19092641	10	10
19092711	32	21
19092711	12	52
19092711	6	57
19092712	12	53
19092712	31	14
19092712	11	10
19092732	34	6
19092732	18	35
19092732	44	23
19092741	49	46
19092741	31	43
19092741	26	8
19093011	29	40
19093011	26	13
19093011	25	51
19093013	23	47
19093013	52	32
19093013	23	16
19093041	41	19
19093041	2	35
19093041	26	23
19093042	6	18
19093042	38	23
19093042	50	13
19100121	43	53
19100121	9	2
19100121	25	33
19100123	12	14
19100123	59	27
19100123	25	56
19100131	5	31
19100131	26	46
19100131	58	11
19100133	49	50
19100133	40	52
19100133	54	44
19100211	11	48
19100211	34	23
19100211	12	57
19100213	34	27
19100213	52	20
19100213	19	4
19100222	41	12
19100222	41	12
19100222	29	2
19100231	14	10
19100231	21	54
19100231	11	17
19100232	45	4
19100232	21	34
19100232	26	58
19100241	28	51
19100241	7	60
19100241	21	3
19100411	19	20
19100411	39	35
19100411	28	52
19100412	39	10
19100412	20	37
19100412	24	21
19100421	38	59
19100421	16	44
19100421	1	11
19100422	58	11
19100422	10	1
19100422	56	23
19100431	8	6
19100431	1	11
19100431	19	55
19100432	55	12
19100432	59	48
19100432	9	35
19100442	37	48
19100442	57	37
19100442	25	57
19100711	9	23
19100711	53	26
19100711	41	16
19100721	54	35
19100721	17	52
19100721	1	5
19100741	13	15
19100741	14	43
19100741	28	52
19100742	47	23
19100742	39	18
19100742	15	53
19100743	8	41
19100743	31	57
19100743	18	47
19100811	10	41
19100811	26	14
19100811	3	60
19100812	50	15
19100812	5	1
19100812	5	55
19100813	22	52
19100813	18	7
19100813	57	48
19100821	21	51
19100821	21	52
19100821	29	40
19100823	22	53
19100823	58	28
19100823	6	38
19100831	8	56
19100831	49	37
19100831	33	7
19100832	44	35
19100832	54	13
19100832	24	54
19100833	23	13
19100833	50	10
19100833	59	5
19100842	2	60
19100842	26	20
19100842	7	60
19101012	19	39
19101012	33	2
19101012	13	51
19101021	43	36
19101021	44	6
19101021	41	44
19101022	35	20
19101022	28	33
19101022	11	42
19101033	12	46
19101033	20	37
19101033	27	23
19101041	40	26
19101041	41	47
19101041	60	46
19101042	26	3
19101042	39	52
19101042	57	45
19101111	51	26
19101111	24	13
19101111	25	41
19101112	15	40
19101112	9	49
19101112	55	35
19101113	15	45
19101113	51	48
19101113	58	15
19101121	9	44
19101121	28	21
19101121	19	22
19101132	41	22
19101132	7	33
19101132	9	20
19101141	25	23
19101141	53	5
19101141	30	53
19101421	20	35
19101421	22	43
19101421	2	6
19101422	30	49
19101422	24	57
19101422	57	20
19101431	5	34
19101431	30	57
19101431	54	35
19101432	23	27
19101432	26	8
19101432	59	25
19101441	53	16
19101441	57	5
19101441	14	11
19101442	17	17
19101442	40	52
19101442	33	22
19101443	43	16
19101443	33	6
19101443	21	51
19101512	55	29
19101512	32	25
19101512	26	25
19101513	10	37
19101513	35	32
19101513	1	46
19062421	40	19081231	51
19062421	19	19081231	3
19062421	27	19081231	34
19062431	39	19092331	12
19062431	7	19092331	42
19062431	53	19092331	52
19062521	28	19081443	29
19062521	13	19081443	30
19062521	28	19081443	45
19062531	45	19072511	50
19062531	8	19072511	46
19062531	14	19072511	5
19062542	20	19070922	17
19062542	21	19070922	20
19062542	12	19070922	21
19062621	32	19071142	55
19062621	42	19071142	45
19062621	51	19071142	10
19062622	47	19100241	6
19062622	24	19100241	39
19062622	42	19100241	36
19062641	42	19072511	47
19062641	14	19072511	56
19062641	59	19072511	8
19062722	53	19090222	30
19062722	23	19090222	26
19062722	17	19090222	21
19062731	36	19073012	10
19062731	30	19073012	20
19062731	27	19073012	19
19062732	54	19081311	43
19062732	45	19081311	59
19062732	31	19081311	15
19062811	56	19101442	25
19062811	57	19101442	21
19062811	58	19101442	52
19062831	47	19090522	13
19062831	5	19090522	59
19062831	6	19090522	59
19062832	52	19091942	56
19062832	4	19091942	31
19062832	9	19091942	22
19062841	12	19080231	4
19062841	9	19080231	14
19062841	42	19080231	13
19062842	46	19071611	7
19062842	21	19071611	15
19062842	19	19071611	56
19070121	12	19092421	16
19070121	13	19092421	31
19070121	24	19092421	42
19070142	60	19082921	49
19070142	47	19082921	1
19070142	53	19082921	46
19070212	39	19071521	12
19070212	21	19071521	2
19070212	46	19071521	10
19070221	6	19080812	48
19070221	45	19080812	52
19070221	10	19080812	36
19070222	9	19081211	39
19070222	41	19081211	54
19070222	2	19081211	34
19070231	5	19073011	12
19070231	9	19073011	30
19070231	19	19073011	12
19070241	43	19080241	27
19070241	54	19080241	54
19070241	17	19080241	50
19070242	60	19083021	51
19070242	11	19083021	27
19070242	31	19083021	4
19070311	14	19072621	5
19070311	2	19072621	48
19070311	60	19072621	49
19070312	18	19082222	45
19070312	28	19082222	58
19070312	44	19082222	15
19070321	28	19081411	33
19070321	1	19081411	40
19070321	3	19081411	19
19070322	9	19080642	36
19070322	28	19080642	9
19070322	54	19080642	57
19070331	53	19083022	39
19070331	35	19083022	18
19070331	11	19083022	2
19070412	30	19072432	16
19070412	51	19072432	60
19070412	22	19072432	28
19070421	59	19093042	26
19070421	42	19093042	8
19070421	23	19093042	37
19070431	42	19082243	2
19070431	16	19082243	6
19070431	27	19082243	3
19070442	37	19083042	8
19070442	39	19083042	7
19070442	31	19083042	55
19070522	40	19071221	32
19070522	51	19071221	6
19070522	51	19071221	13
19070531	44	19090212	32
19070531	5	19090212	39
19070531	7	19090212	58
19070532	52	19062431	52
19070532	27	19062431	28
19070532	53	19062431	46
19070541	60	19091831	46
19070541	31	19091831	44
19070541	42	19091831	43
19070831	45	19072212	25
19070831	7	19072212	40
19070831	51	19072212	47
19070841	39	19062722	44
19070841	59	19062722	13
19070841	4	19062722	14
19070912	38	19071841	18
19070912	2	19071841	35
19070912	3	19071841	19
19070921	56	19072241	8
19070921	30	19072241	57
19070921	44	19072241	57
19070922	21	19071833	27
19070922	46	19071833	36
19070922	2	19071833	43
19070931	54	19072541	18
19070931	20	19072541	16
19070931	23	19072541	34
19070942	53	19081421	11
19070942	52	19081421	53
19070942	52	19081421	17
19071011	29	19082232	55
19071011	51	19082232	45
19071011	51	19082232	23
19071021	36	19080131	1
19071021	34	19080131	19
19071021	55	19080131	45
19071022	58	19082942	17
19071022	29	19082942	2
19071022	19	19082942	27
19071032	2	19070912	9
19071032	10	19070912	23
19071032	9	19070912	19
19071041	14	19080921	55
19071041	36	19080921	2
19071041	49	19080921	28
19071111	36	19071222	2
19071111	17	19071222	46
19071111	27	19071222	2
19071121	4	19100821	39
19071121	9	19100821	28
19071121	15	19100821	47
19071131	32	19100131	24
19071131	19	19100131	49
19071131	11	19100131	10
19071132	12	19082732	13
19071132	50	19082732	9
19071132	5	19082732	20
19071141	45	19082041	11
19071141	20	19082041	32
19071141	32	19082041	36
19071142	57	19081411	17
19071142	58	19081411	26
19071142	40	19081411	6
19071211	23	19071021	59
19071211	9	19071021	55
19071211	3	19071021	9
19071221	35	19071912	56
19071221	8	19071912	45
19071221	53	19071912	4
19071222	36	19080932	2
19071222	39	19080932	30
19071222	13	19080932	7
19071231	10	19090521	5
19071231	5	19090521	3
19071231	33	19090521	36
19071241	2	19090321	5
19071241	13	19090321	24
19071241	49	19090321	28
19071242	9	19082732	19
19071242	38	19082732	31
19071242	52	19082732	47
19071511	10	19100711	44
19071511	38	19100711	37
19071511	5	19100711	31
19071512	19	19072911	6
19071512	58	19072911	31
19071512	8	19072911	31
19071521	31	19081441	54
19071521	12	19081441	33
19071521	5	19081441	14
19071522	53	19090313	5
19071522	4	19090313	19
19071522	57	19090313	30
19071532	2	19100812	15
19071532	34	19100812	57
19071532	8	19100812	35
19071542	11	19062431	24
19071542	17	19062431	36
19071542	52	19062431	2
19071611	10	19080221	26
19071611	19	19080221	47
19071611	4	19080221	15
19071621	11	19092422	26
19071621	34	19092422	34
19071621	50	19092422	49
19071622	41	19071821	26
19071622	52	19071821	37
19071622	42	19071821	57
19071641	38	19062842	54
19071641	27	19062842	23
19071641	2	19062842	54
19071642	32	19090511	37
19071642	9	19090511	46
19071642	51	19090511	34
19071711	46	19071821	11
19071711	23	19071821	9
19071711	60	19071821	59
19071712	31	19071522	40
19071712	6	19071522	39
19071712	39	19071522	35
19071721	59	19082143	17
19071721	1	19082143	9
19071721	23	19082143	37
19071731	30	19090642	32
19071731	7	19090642	19
19071731	31	19090642	53
19071732	32	19062841	35
19071732	4	19062841	24
19071732	22	19062841	31
19071741	10	19072511	47
19071741	56	19072511	30
19071741	33	19072511	5
19071742	42	19071511	56
19071742	20	19071511	23
19071742	27	19071511	10
19071811	33	19062732	58
19071811	20	19062732	38
19071811	57	19062732	9
19071821	55	19100211	47
19071821	26	19100211	34
19071821	7	19100211	44
19071832	60	19080132	27
19071832	28	19080132	39
19071832	30	19080132	1
19071833	30	19092341	58
19071833	39	19092341	8
19071833	1	19092341	13
19071841	15	19082641	3
19071841	42	19082641	45
19071841	55	19082641	19
19071911	26	19091011	2
19071911	37	19091011	29
19071911	47	19091011	35
19071912	7	19090531	40
19071912	53	19090531	54
19071912	34	19090531	51
19071921	44	19071142	57
19071921	34	19071142	9
19071921	4	19071142	54
19071922	3	19081432	27
19071922	10	19081432	14
19071922	56	19081432	11
19071931	10	19100741	16
19071931	8	19100741	48
19071931	47	19100741	55
19072211	46	19080232	33
19072211	59	19080232	24
19072211	16	19080232	34
19072212	32	19081611	60
19072212	59	19081611	2
19072212	8	19081611	43
19072221	58	19082622	51
19072221	50	19082622	22
19072221	32	19082622	11
19072222	8	19101113	20
19072222	15	19101113	12
19072222	52	19101113	40
19072231	50	19083031	33
19072231	55	19083031	47
19072231	6	19083031	18
19072241	22	19071712	11
19072241	34	19071712	2
19072241	46	19071712	23
19072242	50	19071921	14
19072242	56	19071921	29
19072242	34	19071921	12
19072311	57	19091733	14
19072311	38	19091733	10
19072311	10	19091733	35
19072312	11	19070212	44
19072312	32	19070212	8
19072312	53	19070212	43
19072321	9	19081441	35
19072321	46	19081441	60
19072321	14	19081441	58
19072322	35	19100432	19
19072322	9	19100432	35
19072322	43	19100432	2
19072332	23	19081231	47
19072332	9	19081231	2
19072332	24	19081231	19
19072341	59	19082942	38
19072341	60	19082942	15
19072341	14	19082942	41
19072422	36	19092611	16
19072422	49	19092611	18
19072422	29	19092611	34
19072432	59	19091132	12
19072432	16	19091132	20
19072432	2	19091132	12
19072441	35	19092032	40
19072441	13	19092032	30
19072441	21	19092032	19
19072511	44	19092632	50
19072511	28	19092632	59
19072511	48	19092632	21
19072512	20	19090541	42
19072512	6	19090541	56
19072512	51	19090541	12
19072521	56	19070412	48
19072521	31	19070412	34
19072521	5	19070412	60
19072522	45	19082013	39
19072522	8	19082013	30
19072522	42	19082013	24
19072541	14	19080142	49
19072541	40	19080142	6
19072541	15	19080142	2
19072542	32	19081621	54
19072542	46	19081621	27
19072542	49	19081621	57
19072612	5	19101422	58
19072612	2	19101422	9
19072612	12	19101422	50
19072621	38	19082011	4
19072621	6	19082011	14
19072621	13	19082011	41
19072632	14	19073022	50
19072632	31	19073022	16
19072632	7	19073022	15
19072641	6	19090932	20
19072641	28	19090932	6
19072641	44	19090932	12
19072911	30	19100422	53
19072911	57	19100422	25
19072911	55	19100422	40
19072922	14	19080642	8
19072922	49	19080642	56
19072922	14	19080642	47
19073011	24	19101432	21
19073011	1	19101432	40
19073011	3	19101432	29
19073012	8	19082022	36
19073012	42	19082022	56
19073012	15	19082022	55
19073022	20	19080812	37
19073022	39	19080812	32
19073022	8	19080812	35
19073122	48	19091141	31
19073122	21	19091141	24
19073122	23	19091141	18
19080122	27	19081622	1
19080122	55	19081622	48
19080122	23	19081622	1
